"","id","ageGrp","sex","maritalStat","province","popCenter","eduLevel","feelRushed","extraTime","durSleep","durMealPrep","durEating","durAlone","durDriving","durWork","durShoolSite","durSchoolOnline","durStudy","MRW_20","MRW_30","MRW_40","worked12m","workedWeek","enrollStat","dailyTexts","timeSlowDown","timeWorkaholic","timeNotFamFriends","timeWantAlone","province_char","maritalStat_char","eduLevel_char","isFeelRushed"
"9743",19742,1,1,6,35,1,1,5,2,905,20,45,180,30,0,390,0,0,1,1,2,2,2,1,3,2,2,1,2,"ON","Single, never married","Less than high school dimploma or its equivalent",0
"9744",19743,4,1,1,48,1,4,3,1,470,0,210,510,0,360,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"AB","Married","College, CEGEP, or other non-university certificate or dimploma",1
"9745",19744,1,1,6,46,2,1,3,2,540,0,45,540,0,0,0,0,0,NA,NA,1,1,2,NA,3,2,2,2,2,"MB","Single, never married","Less than high school dimploma or its equivalent",1
"9746",19745,5,1,1,46,1,4,2,6,470,30,165,30,375,0,0,0,0,NA,2,1,1,2,NA,2,1,2,2,2,"MB","Married","College, CEGEP, or other non-university certificate or dimploma",1
"9747",19746,3,2,1,48,1,NA,2,2,840,130,0,0,0,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"AB","Married",NA,1
"9748",19747,3,2,2,24,2,7,1,5,480,30,120,115,70,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,"QC","Living common-law","University certificate, diploma, degree above the BA level",1
"9749",19748,6,1,1,35,2,2,4,6,450,0,35,310,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"ON","Married","High school diploma or equivalency",0
"9750",19749,2,1,2,24,1,3,3,6,470,0,50,60,20,610,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Living common-law","Trade certificate or diploma",1
"9751",19750,5,2,3,11,3,NA,2,6,535,85,80,845,40,30,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"PEI","Widowed",NA,1
"9752",19751,6,2,1,24,1,1,6,6,690,95,140,365,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2,"QC","Married","Less than high school dimploma or its equivalent",0
"9753",19752,3,2,1,48,1,6,2,6,510,0,90,90,90,0,0,0,0,NA,1,1,1,2,NA,1,2,2,2,2,"AB","Married","Bachelor's degree",1
"9754",19753,6,1,5,47,1,3,5,6,580,45,30,1440,20,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,1,"SK","Divorced","Trade certificate or diploma",0
"9755",19754,6,2,6,24,1,1,6,6,585,30,130,1275,35,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Single, never married","Less than high school dimploma or its equivalent",0
"9756",19755,7,1,3,12,1,7,2,6,555,80,180,1180,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,"NS","Widowed","University certificate, diploma, degree above the BA level",1
"9757",19756,5,2,6,35,2,4,2,2,630,25,30,1205,110,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1,"ON","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
"9758",19757,5,2,1,35,1,7,1,6,735,0,60,165,0,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2,"ON","Married","University certificate, diploma, degree above the BA level",1
"9759",19758,7,1,1,35,1,3,1,1,495,0,45,0,55,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,"ON","Married","Trade certificate or diploma",1
"9760",19759,3,1,1,35,1,2,3,2,570,0,330,45,20,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,"ON","Married","High school diploma or equivalency",1
"9761",19760,1,2,6,24,2,1,3,3,660,0,60,300,0,0,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2,"QC","Single, never married","Less than high school dimploma or its equivalent",1
"9762",19761,1,1,6,35,1,2,2,1,120,0,0,120,0,0,120,0,0,1,1,2,2,2,1,1,1,2,2,2,"ON","Single, never married","High school diploma or equivalency",1
"9763",19762,7,1,1,24,1,6,4,6,620,80,150,255,20,0,0,0,0,NA,2,2,2,2,NA,1,2,2,NA,2,"QC","Married","Bachelor's degree",0
"9764",19763,4,2,5,10,1,4,1,6,410,0,0,620,30,655,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,"NL","Divorced","College, CEGEP, or other non-university certificate or dimploma",1
"9765",19764,3,1,1,12,1,3,1,6,600,90,40,85,65,425,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,"NS","Married","Trade certificate or diploma",1
"9766",19765,3,2,1,13,1,6,2,3,480,0,0,1020,75,455,0,0,0,NA,NA,NA,1,1,NA,1,NA,1,2,2,"NB","Married","Bachelor's degree",1
"9767",19766,1,1,6,12,1,4,2,1,690,70,45,1065,80,0,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,"NS","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
"9768",19767,2,2,1,47,1,4,1,5,495,20,25,195,0,630,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,1,"SK","Married","College, CEGEP, or other non-university certificate or dimploma",1
"9769",19768,5,1,6,12,2,2,3,6,0,60,135,1350,0,240,0,0,0,NA,2,1,1,2,NA,8,2,2,1,2,"NS","Single, never married","High school diploma or equivalency",1
"9770",19769,6,1,2,24,1,5,3,6,585,165,65,630,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"QC","Living common-law","University certificate or dimploma below the bachelor's level",1
"9771",19770,7,2,3,47,2,1,4,5,540,0,150,900,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"SK","Widowed","Less than high school dimploma or its equivalent",0
"9772",19771,6,2,3,11,3,3,3,1,465,0,95,940,120,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2,"PEI","Widowed","Trade certificate or diploma",1
"9773",19772,6,2,1,35,1,1,6,6,565,110,0,70,10,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1,"ON","Married","Less than high school dimploma or its equivalent",0
"9774",19773,5,2,1,59,2,NA,2,6,410,30,0,550,0,720,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"BC","Married",NA,1
"9775",19774,5,1,1,35,1,4,2,2,630,60,120,780,80,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
"9776",19775,1,2,2,35,1,6,2,3,505,30,30,585,170,285,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,1,"ON","Living common-law","Bachelor's degree",1
"9777",19776,2,2,1,12,1,2,1,2,690,80,120,0,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,1,"NS","Married","High school diploma or equivalency",1
"9778",19777,5,1,6,13,1,4,2,3,525,0,15,915,80,490,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"NB","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
"9779",19778,4,2,1,48,1,3,1,5,300,10,0,570,80,120,0,0,0,NA,NA,NA,1,1,NA,7,1,1,1,1,"AB","Married","Trade certificate or diploma",1
"9780",19779,4,1,1,35,1,4,1,2,420,0,105,700,70,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
"9781",19780,5,2,3,35,1,2,6,2,540,180,40,1440,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Widowed","High school diploma or equivalency",0
"9782",19781,3,2,1,47,2,4,3,6,590,300,0,60,0,0,0,0,0,NA,NA,NA,1,1,NA,2,2,1,2,2,"SK","Married","College, CEGEP, or other non-university certificate or dimploma",1
"9783",19782,4,2,1,10,1,6,2,6,450,145,55,410,40,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"NL","Married","Bachelor's degree",1
"9784",19783,6,2,1,24,2,1,2,2,510,30,65,520,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Married","Less than high school dimploma or its equivalent",1
"9785",19784,4,2,2,24,1,1,3,6,720,0,120,420,0,0,0,0,0,NA,2,2,2,2,NA,1,1,1,2,1,"QC","Living common-law","Less than high school dimploma or its equivalent",1
"9786",19785,5,2,2,48,2,1,2,6,510,75,115,0,0,0,0,0,0,NA,2,2,2,2,NA,2,2,1,2,2,"AB","Living common-law","Less than high school dimploma or its equivalent",1
"9787",19786,7,1,1,24,1,3,NA,NA,350,0,135,220,90,0,0,0,0,NA,2,2,2,2,NA,8,NA,2,NA,1,"QC","Married","Trade certificate or diploma",NA
"9788",19787,5,1,1,35,1,2,5,6,630,60,90,90,60,330,0,0,0,NA,NA,NA,1,1,NA,8,1,1,2,2,"ON","Married","High school diploma or equivalency",0
"9789",19788,6,2,1,59,1,3,6,6,510,0,70,105,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"BC","Married","Trade certificate or diploma",0
"9790",19789,1,1,6,48,1,1,1,2,615,0,75,630,0,0,330,0,0,1,2,2,2,2,1,3,2,1,1,2,"AB","Single, never married","Less than high school dimploma or its equivalent",1
"9791",19790,4,2,1,35,1,5,2,6,480,0,120,810,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,2,"ON","Married","University certificate or dimploma below the bachelor's level",1
"9792",19791,6,1,1,35,1,2,4,4,600,60,60,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Married","High school diploma or equivalency",0
"9793",19792,7,2,3,35,1,7,1,6,485,45,105,1385,120,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2,"ON","Widowed","University certificate, diploma, degree above the BA level",1
"9794",19793,5,2,4,13,1,6,1,6,405,15,0,645,50,780,0,0,0,NA,NA,NA,1,1,NA,8,2,1,1,1,"NB","Separated","Bachelor's degree",1
"9795",19794,2,2,5,24,1,3,1,6,505,60,60,930,110,0,0,0,0,NA,2,1,1,2,NA,1,2,1,1,1,"QC","Divorced","Trade certificate or diploma",1
"9796",19795,1,2,6,59,1,2,3,2,670,0,70,570,125,0,0,0,0,NA,NA,1,1,2,NA,4,2,2,2,2,"BC","Single, never married","High school diploma or equivalency",1
"9797",19796,3,1,2,24,1,4,1,2,505,100,0,20,20,660,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,"QC","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
"9798",19797,5,2,1,35,1,2,4,6,435,0,70,545,120,485,0,0,0,NA,NA,NA,1,1,NA,8,2,1,2,2,"ON","Married","High school diploma or equivalency",0
"9799",19798,1,2,6,13,1,2,1,3,770,0,80,510,0,0,0,0,0,NA,NA,NA,1,1,NA,7,2,1,2,2,"NB","Single, never married","High school diploma or equivalency",1
"9800",19799,3,2,1,13,1,4,4,6,695,30,30,540,30,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"NB","Married","College, CEGEP, or other non-university certificate or dimploma",0
"9801",19800,5,2,1,59,1,6,1,4,330,120,40,335,80,510,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,1,"BC","Married","Bachelor's degree",1
"9802",19801,5,2,1,47,1,4,2,3,510,60,75,865,20,500,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,1,"SK","Married","College, CEGEP, or other non-university certificate or dimploma",1
"9803",19802,4,2,1,35,2,6,2,5,600,30,0,115,230,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,"ON","Married","Bachelor's degree",1
"9804",19803,4,2,6,12,2,4,1,6,525,30,90,880,20,490,0,0,0,NA,NA,NA,1,1,NA,8,2,1,2,1,"NS","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
"9805",19804,5,2,1,13,1,4,4,5,510,90,0,270,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NB","Married","College, CEGEP, or other non-university certificate or dimploma",0
"9806",19805,2,1,6,48,2,3,1,6,270,0,30,970,90,855,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"AB","Single, never married","Trade certificate or diploma",1
"9807",19806,5,2,1,48,1,NA,2,4,540,210,30,555,0,0,0,0,0,NA,2,NA,2,2,NA,3,2,2,1,2,"AB","Married",NA,1
"9808",19807,4,1,6,46,1,2,6,6,780,0,60,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2,"MB","Single, never married","High school diploma or equivalency",0
"9809",19808,1,2,6,48,1,4,1,6,800,90,15,0,40,0,240,0,120,2,1,2,2,2,2,1,1,1,1,1,"AB","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
"9810",19809,4,1,1,35,1,2,1,6,420,0,0,320,300,700,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,NA,"ON","Married","High school diploma or equivalency",1
"9811",19810,2,2,1,24,1,NA,1,4,750,0,70,295,0,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"QC","Married",NA,1
"9812",19811,6,2,3,46,1,4,6,4,530,60,210,1020,0,0,0,0,0,NA,NA,NA,1,1,NA,2,2,1,2,2,"MB","Widowed","College, CEGEP, or other non-university certificate or dimploma",0
"9813",19812,5,1,1,35,1,7,1,2,450,15,45,960,0,500,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"ON","Married","University certificate, diploma, degree above the BA level",1
"9814",19813,7,1,1,35,1,3,6,1,540,135,0,0,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"ON","Married","Trade certificate or diploma",0
"9815",19814,3,1,6,46,1,NA,6,6,240,30,30,520,30,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"MB","Single, never married",NA,0
"9816",19815,2,1,1,35,1,6,3,4,655,20,120,1250,110,0,0,0,0,NA,NA,NA,1,1,NA,7,2,1,1,1,"ON","Married","Bachelor's degree",1
"9817",19816,6,1,1,35,1,3,1,6,600,0,185,0,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2,"ON","Married","Trade certificate or diploma",1
"9818",19817,4,2,1,46,1,2,1,5,380,40,30,145,70,530,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,"MB","Married","High school diploma or equivalency",1
"9819",19818,6,2,1,59,1,7,1,6,520,50,60,610,0,0,0,0,0,NA,2,1,1,2,NA,1,1,1,2,1,"BC","Married","University certificate, diploma, degree above the BA level",1
"9820",19819,1,2,6,35,1,1,2,3,420,15,0,500,45,420,0,0,0,NA,NA,NA,1,1,1,7,2,2,2,2,"ON","Single, never married","Less than high school dimploma or its equivalent",1
"9821",19820,3,1,1,59,1,6,2,4,435,105,0,885,60,495,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"BC","Married","Bachelor's degree",1
"9822",19821,4,2,2,24,1,4,1,6,630,75,70,180,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
"9823",19822,5,2,4,35,1,4,1,6,360,0,20,1260,0,630,0,0,0,NA,NA,NA,1,1,NA,8,2,1,2,2,"ON","Separated","College, CEGEP, or other non-university certificate or dimploma",1
"9824",19823,3,1,2,48,1,3,3,3,465,0,30,1200,0,0,0,0,0,NA,NA,1,1,2,NA,3,2,1,1,2,"AB","Living common-law","Trade certificate or diploma",1
"9825",19824,4,2,1,10,2,2,6,6,985,135,0,120,120,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"NL","Married","High school diploma or equivalency",0
"9826",19825,6,2,3,24,1,4,NA,6,600,90,105,1305,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Widowed","College, CEGEP, or other non-university certificate or dimploma",NA
"9827",19826,7,2,5,46,2,2,5,6,495,130,60,1315,45,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"MB","Divorced","High school diploma or equivalency",0
"9828",19827,6,2,5,13,1,2,4,2,510,0,120,885,10,0,0,0,0,NA,2,2,2,2,NA,2,1,1,1,2,"NB","Divorced","High school diploma or equivalency",0
"9829",19828,2,2,1,46,1,6,1,4,540,150,30,885,30,450,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,1,"MB","Married","Bachelor's degree",1
"9830",19829,6,1,1,35,1,6,2,6,375,105,135,840,70,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"ON","Married","Bachelor's degree",1
"9831",19830,5,2,2,24,2,4,2,6,435,30,65,705,60,570,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
"9832",19831,4,2,4,10,2,NA,2,2,570,70,20,1150,0,240,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"NL","Separated",NA,1
"9833",19832,6,2,5,13,1,1,4,4,535,0,40,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NB","Divorced","Less than high school dimploma or its equivalent",0
"9834",19833,5,1,1,46,1,6,2,2,395,50,0,240,60,745,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,1,"MB","Married","Bachelor's degree",1
"9835",19834,6,1,1,59,1,1,2,5,570,90,90,270,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,"BC","Married","Less than high school dimploma or its equivalent",1
"9836",19835,3,1,6,24,1,3,1,4,435,30,75,1440,10,535,0,0,0,NA,NA,NA,1,1,NA,2,1,2,1,2,"QC","Single, never married","Trade certificate or diploma",1
"9837",19836,6,1,3,12,1,6,3,2,320,115,65,1440,20,240,0,0,0,NA,2,1,1,2,NA,1,1,2,1,2,"NS","Widowed","Bachelor's degree",1
"9838",19837,5,2,3,10,2,6,5,2,605,225,0,1300,20,0,0,0,0,NA,2,1,1,2,NA,1,2,1,1,2,"NL","Widowed","Bachelor's degree",0
"9839",19838,1,1,6,59,1,2,2,2,560,0,45,1440,0,0,335,0,60,1,1,2,2,2,1,1,2,2,1,1,"BC","Single, never married","High school diploma or equivalency",1
"9840",19839,2,2,2,24,1,1,5,4,500,30,70,380,0,0,0,0,0,NA,2,2,2,2,NA,3,1,2,2,1,"QC","Living common-law","Less than high school dimploma or its equivalent",0
"9841",19840,3,2,1,35,1,4,1,6,490,75,30,160,120,420,0,0,0,NA,2,1,1,2,NA,1,2,2,1,2,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
"9842",19841,3,2,6,35,1,6,2,5,495,30,30,1105,190,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,1,"ON","Single, never married","Bachelor's degree",1
"9843",19842,5,2,3,47,1,1,5,3,540,120,180,980,20,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"SK","Widowed","Less than high school dimploma or its equivalent",0
"9844",19843,7,1,1,48,2,2,4,5,555,0,15,480,15,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,"AB","Married","High school diploma or equivalency",0
"9845",19844,2,1,2,24,1,6,1,6,465,45,75,165,60,420,225,0,0,NA,NA,NA,1,1,2,1,2,2,1,2,"QC","Living common-law","Bachelor's degree",1
"9846",19845,4,2,5,24,1,7,3,6,494,0,30,810,0,515,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Divorced","University certificate, diploma, degree above the BA level",1
"9847",19846,7,1,1,11,3,3,3,2,510,10,50,800,10,375,0,0,0,NA,NA,NA,1,1,NA,8,1,2,2,2,"PEI","Married","Trade certificate or diploma",1
"9848",19847,7,2,3,35,2,2,6,6,510,0,60,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2,"ON","Widowed","High school diploma or equivalency",0
"9849",19848,3,2,1,24,1,6,1,6,585,80,70,135,0,525,0,0,0,NA,NA,NA,1,1,NA,8,1,1,1,1,"QC","Married","Bachelor's degree",1
"9850",19849,1,1,6,35,1,2,1,3,660,0,75,1440,0,0,0,0,0,NA,NA,1,1,2,NA,1,2,2,1,1,"ON","Single, never married","High school diploma or equivalency",1
"9851",19850,5,2,1,59,1,1,2,2,615,30,175,45,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"BC","Married","Less than high school dimploma or its equivalent",1
"9852",19851,5,1,1,35,1,7,2,6,540,90,60,225,60,0,0,0,0,NA,NA,NA,1,1,NA,5,2,2,2,2,"ON","Married","University certificate, diploma, degree above the BA level",1
"9853",19852,1,2,6,35,1,2,3,2,480,60,60,1180,0,0,100,0,0,1,1,2,2,2,1,3,2,2,1,2,"ON","Single, never married","High school diploma or equivalency",1
"9854",19853,7,2,3,24,1,4,2,6,540,135,195,1380,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Widowed","College, CEGEP, or other non-university certificate or dimploma",1
"9855",19854,4,2,6,48,1,2,1,4,475,0,110,1055,15,450,0,0,0,NA,NA,NA,1,1,NA,4,2,1,1,1,"AB","Single, never married","High school diploma or equivalency",1
"9856",19855,2,1,6,35,1,2,2,5,420,60,0,265,235,600,0,0,0,NA,NA,NA,1,1,NA,3,2,1,1,1,"ON","Single, never married","High school diploma or equivalency",1
"9857",19856,1,2,6,35,2,2,1,3,810,0,150,0,0,0,120,0,0,1,2,1,1,2,1,2,2,2,2,2,"ON","Single, never married","High school diploma or equivalency",1
"9858",19857,2,1,2,24,2,3,3,3,360,60,75,210,30,470,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Living common-law","Trade certificate or diploma",1
"9859",19858,1,1,6,35,2,1,3,2,465,150,0,1010,0,0,340,0,0,1,2,2,2,2,1,1,2,2,2,2,"ON","Single, never married","Less than high school dimploma or its equivalent",1
"9860",19859,5,1,1,48,2,2,3,3,475,0,30,650,25,660,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,"AB","Married","High school diploma or equivalency",1
"9861",19860,7,2,3,11,3,5,2,4,375,10,80,1180,50,0,0,0,0,NA,2,2,2,2,NA,1,1,1,2,2,"PEI","Widowed","University certificate or dimploma below the bachelor's level",1
"9862",19861,3,1,1,35,1,7,2,6,570,0,60,620,45,515,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,"ON","Married","University certificate, diploma, degree above the BA level",1
"9863",19862,7,1,6,35,1,5,6,6,440,80,0,1360,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"ON","Single, never married","University certificate or dimploma below the bachelor's level",0
"9864",19863,2,1,1,46,1,2,2,3,285,0,35,410,85,565,0,0,0,NA,NA,NA,1,1,NA,1,1,1,2,2,"MB","Married","High school diploma or equivalency",1
"9865",19864,6,1,1,59,2,6,1,4,600,0,45,105,0,615,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,2,"BC","Married","Bachelor's degree",1
"9866",19865,3,1,1,35,1,7,1,6,480,55,210,110,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,1,1,"ON","Married","University certificate, diploma, degree above the BA level",1
"9867",19866,3,1,1,47,1,7,1,6,480,30,45,60,60,585,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"SK","Married","University certificate, diploma, degree above the BA level",1
"9868",19867,4,1,6,35,1,1,1,6,445,0,0,955,0,810,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,1,"ON","Single, never married","Less than high school dimploma or its equivalent",1
"9869",19868,2,2,2,24,1,6,1,4,540,10,40,20,40,445,0,0,0,NA,2,1,1,2,NA,1,1,2,1,1,"QC","Living common-law","Bachelor's degree",1
"9870",19869,7,2,3,35,1,6,2,5,525,0,125,20,110,0,0,0,0,NA,2,2,2,2,NA,7,2,2,2,2,"ON","Widowed","Bachelor's degree",1
"9871",19870,4,1,1,24,1,NA,2,4,480,65,10,930,80,465,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Married",NA,1
"9872",19871,3,1,5,59,1,NA,2,4,570,30,45,130,65,0,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,2,"BC","Divorced",NA,1
"9873",19872,5,2,1,11,3,1,6,6,450,150,60,1380,40,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"PEI","Married","Less than high school dimploma or its equivalent",0
"9874",19873,6,2,2,35,1,3,4,4,570,70,135,55,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1,"ON","Living common-law","Trade certificate or diploma",0
"9875",19874,4,2,1,24,1,3,2,6,480,180,0,1090,40,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,"QC","Married","Trade certificate or diploma",1
"9876",19875,2,1,6,35,1,2,2,3,710,0,0,960,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Single, never married","High school diploma or equivalency",1
"9877",19876,4,1,5,35,1,4,1,6,510,0,50,1440,90,470,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2,"ON","Divorced","College, CEGEP, or other non-university certificate or dimploma",1
"9878",19877,5,2,1,13,1,2,3,6,780,120,195,270,0,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2,"NB","Married","High school diploma or equivalency",1
"9879",19878,3,1,2,24,1,2,1,6,470,45,20,0,14,0,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2,"QC","Living common-law","High school diploma or equivalency",1
"9880",19879,6,2,1,59,1,4,3,4,530,0,300,10,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"BC","Married","College, CEGEP, or other non-university certificate or dimploma",1
"9881",19880,3,2,2,24,1,NA,1,6,570,60,90,0,30,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"QC","Living common-law",NA,1
"9882",19881,5,2,1,35,1,2,4,1,660,0,30,1335,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"ON","Married","High school diploma or equivalency",0
"9883",19882,6,2,1,48,2,5,2,6,510,0,60,260,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,"AB","Married","University certificate or dimploma below the bachelor's level",1
"9884",19883,7,2,1,13,1,1,6,6,625,60,60,60,25,0,0,0,0,NA,2,2,2,2,NA,8,1,2,1,2,"NB","Married","Less than high school dimploma or its equivalent",0
"9885",19884,4,1,5,46,1,3,4,4,570,120,0,1440,10,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,"MB","Divorced","Trade certificate or diploma",0
"9886",19885,4,2,1,59,2,7,1,3,480,60,20,80,40,0,0,0,30,NA,NA,NA,1,1,NA,2,2,2,1,1,"BC","Married","University certificate, diploma, degree above the BA level",1
"9887",19886,1,1,6,59,1,2,1,6,780,0,30,1080,60,0,0,0,0,1,2,1,1,2,1,7,2,2,2,2,"BC","Single, never married","High school diploma or equivalency",1
"9888",19887,6,2,1,24,2,1,3,6,515,30,65,1000,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"QC","Married","Less than high school dimploma or its equivalent",1
"9889",19888,4,1,4,48,1,6,2,3,420,40,0,990,55,0,0,0,0,NA,NA,NA,1,1,NA,3,2,1,2,2,"AB","Separated","Bachelor's degree",1
"9890",19889,5,1,2,24,1,6,3,6,150,45,60,90,75,555,0,0,0,NA,NA,NA,1,1,NA,2,1,2,2,1,"QC","Living common-law","Bachelor's degree",1
"9891",19890,4,1,2,35,1,2,1,6,480,0,45,435,0,0,0,0,0,NA,2,2,2,2,NA,1,2,1,1,2,"ON","Living common-law","High school diploma or equivalency",1
"9892",19891,6,1,1,48,1,4,6,6,610,0,60,1200,20,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"AB","Married","College, CEGEP, or other non-university certificate or dimploma",0
"9893",19892,5,1,1,48,1,6,5,4,480,0,180,80,40,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2,"AB","Married","Bachelor's degree",0
"9894",19893,3,1,6,13,2,4,6,3,500,0,30,1440,120,740,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,"NB","Single, never married","College, CEGEP, or other non-university certificate or dimploma",0
