PUMFID,ageGrp,sex,maritalStat,province,popCenter,eduLevel,feelRushed,extraTime,durSleep,durMealPrep,durEating,durAlone,durDriving,durWork,durShoolSite,durSchoolOnline,durStudy,mainStudy,mainJobHunting,mainWork,worked12m,workedWeek,enrollStat,dailyTexts,timeSlowDown,timeWorkaholic,timeNotFamFriends,timeWantAlone,province_fact,maritalStat_fact,eduLevel_fact
11643,2,2,1,59,1,4,1,2,360,20,30,450,0,470,0,0,0,NA,NA,NA,1,1,NA,4,2,1,2,1,BC,Married,"College, CEGEP, or other non-university certificate or dimploma"
11644,2,2,6,48,1,6,2,3,735,0,15,1158,33,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,AB,"Single, never married",Bachelor's degree
11645,6,2,5,46,1,7,3,4,520,0,290,1140,60,0,0,0,0,NA,2,2,2,2,NA,2,2,2,1,2,MB,Divorced,"University certificate, diploma, degree above the BA level"
11646,6,2,1,24,1,1,6,6,510,60,75,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Married,Less than high school dimploma or its equivalent
11647,2,1,2,24,1,3,2,4,540,0,65,80,150,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,QC,Living common-law,Trade certificate or diploma
11648,1,1,6,24,1,3,2,2,550,35,45,805,60,315,120,0,150,2,2,1,1,2,2,2,2,2,2,2,QC,"Single, never married",Trade certificate or diploma
11649,3,1,1,35,1,7,1,3,510,0,35,70,30,760,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,2,ON,Married,"University certificate, diploma, degree above the BA level"
11650,2,1,6,24,1,4,2,2,600,30,90,960,0,360,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,QC,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11651,4,1,1,59,2,7,2,4,420,0,105,330,120,435,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,BC,Married,"University certificate, diploma, degree above the BA level"
11652,5,2,6,35,1,4,2,3,415,15,0,715,20,485,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,ON,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11653,2,2,2,47,2,1,3,5,430,170,60,515,25,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1,SK,Living common-law,Less than high school dimploma or its equivalent
11654,1,1,6,47,2,1,4,2,585,0,0,1140,0,300,0,285,0,1,2,1,1,2,1,4,2,2,2,2,SK,"Single, never married",Less than high school dimploma or its equivalent
11655,1,2,6,35,1,2,1,6,450,45,30,80,50,390,0,0,0,NA,1,1,1,2,NA,2,1,2,1,1,ON,"Single, never married",High school diploma or equivalency
11656,2,2,6,35,1,6,2,5,450,60,30,930,150,510,0,0,0,NA,NA,NA,1,1,NA,5,2,2,2,2,ON,"Single, never married",Bachelor's degree
11657,1,1,6,48,2,1,3,4,330,30,50,740,0,0,325,0,0,1,1,2,2,2,1,7,2,2,1,2,AB,"Single, never married",Less than high school dimploma or its equivalent
11658,4,2,5,59,2,6,1,4,405,30,20,1170,70,525,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,BC,Divorced,Bachelor's degree
11659,6,1,1,59,1,6,6,6,600,0,150,600,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,BC,Married,Bachelor's degree
11660,2,2,1,47,1,7,1,5,480,0,90,520,20,495,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,1,SK,Married,"University certificate, diploma, degree above the BA level"
11661,3,1,2,48,1,4,1,3,780,120,30,990,0,450,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,AB,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11662,5,1,1,35,2,7,5,6,540,45,165,235,200,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,ON,Married,"University certificate, diploma, degree above the BA level"
11663,2,2,1,12,1,6,2,3,600,60,210,150,10,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,NS,Married,Bachelor's degree
11664,4,1,6,48,1,2,3,3,490,0,120,260,50,540,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1,AB,"Single, never married",High school diploma or equivalency
11665,5,2,5,11,3,3,6,2,600,100,20,1215,65,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2,PEI,Divorced,Trade certificate or diploma
11666,1,1,6,59,1,2,3,3,420,0,55,150,0,0,380,0,60,1,2,1,1,2,1,1,2,2,2,1,BC,"Single, never married",High school diploma or equivalency
11667,3,1,2,24,1,2,1,3,510,65,20,70,80,640,0,0,0,NA,NA,NA,1,1,NA,2,1,2,2,2,QC,Living common-law,High school diploma or equivalency
11668,3,2,6,13,2,1,6,6,600,20,0,690,0,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,NB,"Single, never married",Less than high school dimploma or its equivalent
11669,5,1,5,35,1,4,6,2,420,10,85,1090,170,0,0,0,0,NA,2,2,2,2,NA,2,2,2,2,2,ON,Divorced,"College, CEGEP, or other non-university certificate or dimploma"
11670,6,2,1,35,1,4,2,6,540,110,75,300,55,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1,ON,Married,"College, CEGEP, or other non-university certificate or dimploma"
11671,2,2,1,59,1,2,2,6,355,0,0,0,0,0,0,0,0,NA,NA,1,1,2,NA,1,2,1,2,2,BC,Married,High school diploma or equivalency
11672,7,1,1,59,1,7,2,6,855,10,90,45,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,BC,Married,"University certificate, diploma, degree above the BA level"
11673,1,2,2,47,1,6,2,3,480,0,90,280,0,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2,SK,Living common-law,Bachelor's degree
11674,6,1,1,35,1,1,5,2,510,160,0,0,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,ON,Married,Less than high school dimploma or its equivalent
11675,7,2,3,35,1,6,3,1,450,0,90,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,ON,Widowed,Bachelor's degree
11676,5,1,2,24,2,4,2,2,480,0,105,20,120,375,0,0,0,NA,NA,NA,1,1,NA,1,1,1,2,1,QC,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11677,1,2,6,59,1,4,2,4,510,45,45,555,0,0,280,0,0,1,2,1,1,2,1,2,2,2,2,2,BC,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11678,3,2,1,13,2,4,1,6,510,80,30,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1,NB,Married,"College, CEGEP, or other non-university certificate or dimploma"
11679,7,2,1,35,1,2,6,6,450,90,60,760,30,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,ON,Married,High school diploma or equivalency
11680,3,2,2,24,1,4,2,5,480,0,25,1050,335,495,0,0,0,NA,NA,NA,1,1,NA,3,1,1,1,2,QC,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11681,3,2,1,35,1,7,1,6,420,120,0,10,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,ON,Married,"University certificate, diploma, degree above the BA level"
11682,2,1,1,11,3,2,3,1,405,0,30,45,50,0,0,0,0,NA,NA,NA,1,1,NA,3,2,1,1,2,PEI,Married,High school diploma or equivalency
11683,4,2,1,59,2,4,2,5,480,100,20,1440,0,0,0,120,0,NA,NA,NA,1,1,2,7,1,2,1,2,BC,Married,"College, CEGEP, or other non-university certificate or dimploma"
11684,5,1,1,35,1,7,1,6,384,20,50,876,25,630,0,0,0,NA,NA,NA,1,1,NA,2,2,1,2,2,ON,Married,"University certificate, diploma, degree above the BA level"
11685,1,2,2,24,1,3,1,2,495,70,30,240,30,405,0,0,0,NA,NA,NA,1,1,NA,5,2,2,1,2,QC,Living common-law,Trade certificate or diploma
11686,5,1,4,24,1,2,3,6,420,40,80,1440,60,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,QC,Separated,High school diploma or equivalency
11687,6,1,5,48,2,4,3,3,600,0,60,1275,210,0,0,0,0,NA,2,2,2,2,NA,1,1,1,2,2,AB,Divorced,"College, CEGEP, or other non-university certificate or dimploma"
11688,3,1,1,47,2,5,2,3,355,0,30,855,150,700,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,NA,SK,Married,University certificate or dimploma below the bachelor's level
11689,7,1,1,46,2,1,6,6,300,240,0,1320,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,MB,Married,Less than high school dimploma or its equivalent
11690,5,1,2,24,1,4,5,6,570,30,60,370,0,0,0,0,0,NA,NA,2,2,2,NA,8,2,2,2,2,QC,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11691,4,2,1,35,1,3,3,6,990,0,60,0,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1,ON,Married,Trade certificate or diploma
11692,4,2,2,24,1,5,3,3,570,105,0,75,75,480,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,QC,Living common-law,University certificate or dimploma below the bachelor's level
11693,3,1,1,59,1,5,1,6,660,0,60,1050,0,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1,BC,Married,University certificate or dimploma below the bachelor's level
11694,6,2,1,24,1,4,3,6,420,105,110,420,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Married,"College, CEGEP, or other non-university certificate or dimploma"
11695,5,2,1,48,2,4,2,4,480,0,25,490,50,480,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2,AB,Married,"College, CEGEP, or other non-university certificate or dimploma"
11696,1,2,6,12,1,6,3,3,480,30,20,885,40,0,330,0,0,1,2,1,1,2,1,4,2,2,2,2,NS,"Single, never married",Bachelor's degree
11697,7,2,6,24,1,1,1,6,330,35,270,725,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,"Single, never married",Less than high school dimploma or its equivalent
11698,3,1,6,48,2,4,1,3,300,30,10,605,65,780,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,AB,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11699,6,1,1,59,1,5,4,1,470,110,105,515,40,240,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,BC,Married,University certificate or dimploma below the bachelor's level
11700,5,2,2,24,1,6,1,5,570,50,70,810,10,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,1,QC,Living common-law,Bachelor's degree
11701,5,2,1,59,2,5,3,5,570,120,0,0,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,BC,Married,University certificate or dimploma below the bachelor's level
11702,6,2,5,24,1,2,NA,1,510,0,360,1055,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,QC,Divorced,High school diploma or equivalency
11703,5,2,3,24,1,7,5,6,570,30,105,1400,20,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,QC,Widowed,"University certificate, diploma, degree above the BA level"
11704,5,1,6,24,1,7,2,6,435,10,65,660,0,450,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,QC,"Single, never married","University certificate, diploma, degree above the BA level"
11705,3,2,5,24,1,4,1,2,695,30,120,1365,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2,QC,Divorced,"College, CEGEP, or other non-university certificate or dimploma"
11706,3,2,6,35,1,5,2,4,570,120,30,420,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,1,ON,"Single, never married",University certificate or dimploma below the bachelor's level
11707,4,2,1,24,1,4,1,5,630,0,90,290,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,QC,Married,"College, CEGEP, or other non-university certificate or dimploma"
11708,5,2,3,11,3,2,6,3,480,30,60,1330,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,PEI,Widowed,High school diploma or equivalency
11709,3,2,1,12,1,7,3,6,420,40,115,0,30,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,1,NS,Married,"University certificate, diploma, degree above the BA level"
11710,7,1,5,24,1,6,6,4,420,30,180,1440,30,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,QC,Divorced,Bachelor's degree
11711,2,2,1,35,2,NA,2,2,520,60,0,135,40,375,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,ON,Married,NA
11712,2,1,1,47,2,2,1,3,575,0,45,10,90,555,0,0,0,NA,NA,NA,1,1,NA,5,2,1,1,2,SK,Married,High school diploma or equivalency
11713,3,1,1,35,1,6,1,4,490,30,115,170,85,555,0,45,0,NA,NA,NA,1,1,NA,1,2,2,1,2,ON,Married,Bachelor's degree
11714,3,1,5,48,1,1,5,3,535,35,55,1310,95,0,0,0,0,NA,NA,1,1,2,NA,8,2,1,2,2,AB,Divorced,Less than high school dimploma or its equivalent
11715,1,1,6,59,1,1,2,2,600,0,90,1230,0,0,0,0,240,1,1,2,2,2,1,4,2,2,1,2,BC,"Single, never married",Less than high school dimploma or its equivalent
11716,3,1,1,10,1,3,2,4,400,15,25,50,140,335,0,0,0,NA,NA,NA,1,1,NA,4,1,1,1,1,NL,Married,Trade certificate or diploma
11717,2,2,6,59,1,6,2,6,660,0,170,1440,45,0,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,2,BC,"Single, never married",Bachelor's degree
11718,2,2,2,35,1,7,1,4,435,60,165,375,45,585,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,ON,Living common-law,"University certificate, diploma, degree above the BA level"
11719,3,2,4,12,2,2,2,6,620,90,45,180,30,570,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,NS,Separated,High school diploma or equivalency
11720,7,2,1,46,2,2,6,1,510,0,45,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,MB,Married,High school diploma or equivalency
11721,7,1,6,24,1,2,1,6,555,0,30,945,25,495,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,QC,"Single, never married",High school diploma or equivalency
11722,5,1,6,13,1,4,2,4,560,150,100,835,40,560,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2,NB,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11723,6,1,1,48,2,6,3,6,675,180,0,0,420,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,AB,Married,Bachelor's degree
11724,3,1,2,11,3,1,3,1,440,60,15,40,60,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,PEI,Living common-law,Less than high school dimploma or its equivalent
11725,5,2,1,24,1,1,3,6,480,15,115,45,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Married,Less than high school dimploma or its equivalent
11726,4,2,5,10,1,1,2,2,390,80,30,735,145,360,0,0,0,NA,NA,NA,1,1,NA,2,1,2,2,2,NL,Divorced,Less than high school dimploma or its equivalent
11727,1,2,6,24,1,1,2,4,720,0,130,0,15,0,0,0,105,1,1,1,1,2,1,7,2,1,2,2,QC,"Single, never married",Less than high school dimploma or its equivalent
11728,7,1,3,35,1,4,6,6,480,0,80,1040,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1,ON,Widowed,"College, CEGEP, or other non-university certificate or dimploma"
11729,2,2,2,24,2,4,1,6,480,35,60,205,80,500,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,1,QC,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11730,4,1,2,24,1,4,2,2,540,60,120,300,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,QC,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11731,2,1,6,11,3,2,3,2,495,0,0,270,105,420,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,PEI,"Single, never married",High school diploma or equivalency
11732,5,2,6,12,2,7,1,6,540,0,0,1440,120,120,0,0,0,NA,2,1,1,2,NA,1,2,1,2,2,NS,"Single, never married","University certificate, diploma, degree above the BA level"
11733,5,2,1,13,2,4,5,2,500,70,50,160,45,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1,NB,Married,"College, CEGEP, or other non-university certificate or dimploma"
11734,6,1,1,59,1,NA,3,6,445,60,320,120,270,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,BC,Married,NA
11735,5,2,1,48,1,NA,2,2,560,40,20,240,70,490,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,AB,Married,NA
11736,2,1,6,24,1,2,1,3,570,0,135,925,0,0,425,0,60,1,2,1,1,2,1,4,1,1,1,2,QC,"Single, never married",High school diploma or equivalency
11737,5,2,1,35,1,3,1,6,470,0,90,120,0,480,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,ON,Married,Trade certificate or diploma
11738,5,2,1,24,1,4,1,6,570,45,45,0,0,600,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,1,QC,Married,"College, CEGEP, or other non-university certificate or dimploma"
11739,6,1,1,24,1,6,4,6,570,30,60,865,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Married,Bachelor's degree
11740,5,1,1,46,2,1,1,6,390,120,0,780,60,840,0,0,0,NA,NA,NA,1,1,NA,8,2,1,1,2,MB,Married,Less than high school dimploma or its equivalent
11741,1,2,6,24,1,4,1,6,480,150,110,1260,0,0,160,0,350,1,2,1,1,2,1,1,2,1,2,2,QC,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11742,6,2,4,35,1,1,6,2,555,105,0,1325,0,0,0,0,0,NA,1,2,2,2,NA,8,2,2,2,2,ON,Separated,Less than high school dimploma or its equivalent
11743,4,2,6,24,2,NA,2,1,540,80,60,790,150,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,QC,"Single, never married",NA
11744,3,1,1,59,1,5,1,6,620,20,30,180,40,530,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2,BC,Married,University certificate or dimploma below the bachelor's level
11745,7,2,1,35,1,5,4,2,570,45,120,225,75,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,ON,Married,University certificate or dimploma below the bachelor's level
11746,5,2,3,24,1,2,6,6,650,20,50,1330,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Widowed,High school diploma or equivalency
11747,2,2,1,59,1,7,2,3,600,95,35,485,70,315,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,BC,Married,"University certificate, diploma, degree above the BA level"
11748,5,2,3,13,1,2,1,6,420,0,90,1045,60,395,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2,NB,Widowed,High school diploma or equivalency
11749,2,1,1,59,1,7,2,6,510,0,0,0,0,455,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,BC,Married,"University certificate, diploma, degree above the BA level"
11750,4,1,2,35,1,4,1,5,215,10,15,915,30,755,0,0,0,NA,NA,NA,1,1,NA,2,1,1,2,2,ON,Living common-law,"College, CEGEP, or other non-university certificate or dimploma"
11751,4,2,1,47,1,1,5,4,695,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,SK,Married,Less than high school dimploma or its equivalent
11752,6,2,4,35,1,1,6,6,525,0,105,260,80,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,ON,Separated,Less than high school dimploma or its equivalent
11753,2,2,6,35,1,4,1,5,575,0,35,875,90,510,0,0,0,NA,NA,NA,1,1,NA,4,2,1,1,1,ON,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11754,5,1,6,11,3,3,2,4,540,110,45,985,40,425,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2,PEI,"Single, never married",Trade certificate or diploma
11755,5,1,6,59,1,1,6,NA,290,30,0,1440,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,BC,"Single, never married",Less than high school dimploma or its equivalent
11756,5,2,1,48,1,4,2,6,510,165,25,480,20,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,AB,Married,"College, CEGEP, or other non-university certificate or dimploma"
11757,6,1,1,10,2,6,2,6,570,40,105,20,90,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,NL,Married,Bachelor's degree
11758,4,2,1,10,1,2,6,6,540,30,90,90,0,0,0,0,0,NA,NA,1,1,2,NA,1,2,2,2,2,NL,Married,High school diploma or equivalency
11759,2,1,6,10,1,5,4,6,600,150,255,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,7,2,1,2,2,NL,"Single, never married",University certificate or dimploma below the bachelor's level
11760,3,1,1,12,1,6,1,5,515,60,180,160,70,180,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,NS,Married,Bachelor's degree
11761,6,2,5,35,1,NA,2,2,510,0,90,1380,0,0,0,0,0,NA,NA,NA,2,2,NA,8,2,2,1,2,ON,Divorced,NA
11762,6,2,5,24,1,4,1,6,380,0,0,605,105,525,0,0,0,NA,NA,NA,1,1,NA,2,1,1,1,1,QC,Divorced,"College, CEGEP, or other non-university certificate or dimploma"
11763,6,1,3,35,1,7,5,4,600,75,60,345,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,ON,Widowed,"University certificate, diploma, degree above the BA level"
11764,6,1,6,48,1,4,6,6,350,10,10,945,110,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,AB,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11765,5,1,5,35,1,4,1,2,630,0,30,1440,180,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2,ON,Divorced,"College, CEGEP, or other non-university certificate or dimploma"
11766,5,2,1,48,1,6,2,6,390,0,50,1320,95,0,0,0,0,NA,2,2,2,2,NA,1,1,2,1,2,AB,Married,Bachelor's degree
11767,6,2,1,24,1,2,2,5,510,75,60,240,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,QC,Married,High school diploma or equivalency
11768,5,1,5,13,1,2,6,1,380,65,45,1440,45,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,NB,Divorced,High school diploma or equivalency
11769,1,1,6,46,2,4,1,2,560,0,90,1140,190,0,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2,MB,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11770,5,2,1,47,1,4,1,6,495,55,45,295,40,550,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,SK,Married,"College, CEGEP, or other non-university certificate or dimploma"
11771,2,2,2,59,1,6,2,4,505,130,80,355,85,425,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,1,BC,Living common-law,Bachelor's degree
11772,5,2,1,35,1,7,6,4,510,0,270,275,330,0,0,0,0,NA,2,2,1,2,NA,1,2,2,2,2,ON,Married,"University certificate, diploma, degree above the BA level"
11773,6,2,3,35,1,NA,6,NA,300,0,30,1440,0,0,0,0,0,NA,NA,NA,2,2,NA,8,2,NA,1,2,ON,Widowed,NA
11774,4,1,6,35,1,2,1,6,1055,0,115,350,0,0,0,0,0,NA,1,2,2,2,NA,8,1,2,1,1,ON,"Single, never married",High school diploma or equivalency
11775,1,1,6,35,1,1,2,1,590,0,55,640,10,0,430,0,75,1,2,1,1,2,1,6,2,2,2,1,ON,"Single, never married",Less than high school dimploma or its equivalent
11776,5,2,1,12,1,7,2,6,585,180,0,30,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,NS,Married,"University certificate, diploma, degree above the BA level"
11777,3,2,1,48,1,2,2,4,315,45,0,40,0,555,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,AB,Married,High school diploma or equivalency
11778,7,2,1,13,2,4,4,6,430,270,0,480,0,375,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,NB,Married,"College, CEGEP, or other non-university certificate or dimploma"
11779,1,2,6,35,2,4,1,3,435,45,50,645,0,480,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,ON,"Single, never married","College, CEGEP, or other non-university certificate or dimploma"
11780,2,2,1,10,1,4,2,2,500,30,55,135,90,570,0,0,0,NA,NA,NA,1,1,2,2,2,1,2,2,NL,Married,"College, CEGEP, or other non-university certificate or dimploma"
11781,2,1,6,35,1,1,1,2,420,0,0,540,0,540,0,0,0,NA,NA,NA,1,1,NA,7,2,2,1,2,ON,"Single, never married",Less than high school dimploma or its equivalent
11782,5,1,1,24,1,1,2,3,510,0,75,675,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,QC,Married,Less than high school dimploma or its equivalent
11783,3,1,6,24,1,2,3,2,540,0,75,540,40,420,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2,QC,"Single, never married",High school diploma or equivalency
11784,5,1,1,59,1,2,2,5,590,0,90,215,10,0,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,BC,Married,High school diploma or equivalency
11785,3,2,1,35,1,4,1,6,510,130,130,270,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1,ON,Married,"College, CEGEP, or other non-university certificate or dimploma"
11786,4,2,1,35,1,2,6,2,660,45,60,915,0,0,0,0,0,NA,NA,2,2,2,NA,1,2,2,2,1,ON,Married,High school diploma or equivalency
11787,6,1,1,35,1,3,4,3,720,0,90,120,40,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,ON,Married,Trade certificate or diploma
11788,4,2,1,10,1,4,2,6,540,0,90,185,90,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,NL,Married,"College, CEGEP, or other non-university certificate or dimploma"
11789,6,2,3,24,2,3,6,6,300,0,45,1080,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Widowed,Trade certificate or diploma
11790,2,1,2,48,1,2,2,3,535,20,0,230,90,460,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,AB,Living common-law,High school diploma or equivalency
11791,2,1,1,59,2,2,2,3,740,100,60,0,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,1,BC,Married,High school diploma or equivalency
11792,6,1,1,47,2,5,4,3,540,105,30,255,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,SK,Married,University certificate or dimploma below the bachelor's level
11793,1,2,6,47,1,2,1,2,630,75,30,20,55,0,0,0,0,1,2,1,1,2,1,8,1,2,2,1,SK,"Single, never married",High school diploma or equivalency
11794,2,1,6,48,1,NA,2,2,640,0,90,940,60,0,0,0,0,NA,NA,NA,1,1,2,3,2,2,2,2,AB,"Single, never married",NA
11795,5,1,2,24,2,2,4,5,630,0,105,30,0,0,0,0,0,NA,2,1,1,2,NA,1,1,1,2,2,QC,Living common-law,High school diploma or equivalency
11796,7,1,1,24,1,2,6,6,600,0,120,30,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,QC,Married,High school diploma or equivalency
11797,4,2,4,59,1,2,1,6,640,260,60,995,70,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,1,BC,Separated,High school diploma or equivalency
11798,5,1,5,10,2,1,4,2,510,0,0,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,NL,Divorced,Less than high school dimploma or its equivalent
11799,2,2,1,13,1,6,2,6,600,0,0,375,105,0,0,0,0,NA,2,1,1,2,NA,1,2,1,1,2,NB,Married,Bachelor's degree
11800,2,2,1,47,1,6,1,6,390,150,45,495,45,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,1,SK,Married,Bachelor's degree
11801,6,1,5,46,1,7,4,3,560,35,80,1420,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,MB,Divorced,"University certificate, diploma, degree above the BA level"
11802,3,2,1,46,2,2,2,4,540,30,60,80,30,525,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2,MB,Married,High school diploma or equivalency
11803,6,2,1,35,1,6,2,5,540,60,165,0,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1,ON,Married,Bachelor's degree
