PUMFID,AGEGR10,SEX,MARSTAT,PRV,LUC_RST,EHG_ALL,GTU_110,GTU_130,DUR01,DUR05,DUR06,DURS200,DURL313,DUR08,DUR13,DUR14,DUR15,MRW_20,MRW_30,MRW_40,MRW_D40A,MRW_D40B,EDM_02,TST_01,TCS_110,TCS_120,TCS_150,TCS_200
12975,5,2,1,35,1,4.0,1.0,4.0,390,10,50,435,150,555,60,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
12976,6,2,3,12,1,1.0,6.0,6.0,630,10,120,940,0,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,2.0,1.0
12977,3,2,6,35,1,7.0,1.0,6.0,510,0,0,1440,0,0,0,0,0,,,,1,1,,4.0,2.0,1.0,1.0,2.0
12978,7,1,1,35,1,4.0,3.0,5.0,540,90,120,240,30,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
12979,5,1,1,10,1,2.0,1.0,6.0,390,0,60,750,60,675,0,0,0,,,,1,1,,8.0,1.0,2.0,1.0,2.0
12980,4,1,1,47,2,3.0,2.0,6.0,355,0,60,180,0,0,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
12981,2,1,1,24,1,4.0,3.0,4.0,660,0,195,145,0,0,0,0,0,,,,1,1,,1.0,1.0,1.0,2.0,2.0
12982,4,2,2,24,2,3.0,1.0,2.0,510,30,60,195,0,585,0,0,0,,,,1,1,,1.0,1.0,1.0,1.0,1.0
12983,4,1,6,12,1,2.0,4.0,5.0,720,60,105,1440,55,0,0,0,0,,,,1,1,,8.0,2.0,1.0,2.0,2.0
12984,5,2,1,46,1,6.0,2.0,5.0,240,35,95,675,110,0,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,2.0,2.0
12985,7,2,1,35,1,2.0,2.0,6.0,480,30,120,510,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
12986,2,2,2,46,2,1.0,1.0,1.0,600,0,180,480,240,0,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,1.0,2.0
12987,6,1,1,24,1,7.0,6.0,6.0,630,60,180,645,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,2.0
12988,2,2,6,47,1,6.0,3.0,6.0,490,0,20,175,70,450,0,0,0,1.0,2.0,2.0,2,2,1.0,2.0,2.0,2.0,1.0,2.0
12989,7,2,3,59,1,2.0,6.0,6.0,790,60,60,1350,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
12990,3,2,1,12,2,2.0,1.0,3.0,390,0,55,250,70,545,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
12991,6,1,1,35,2,6.0,6.0,1.0,495,0,200,410,80,460,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
12992,5,2,1,35,1,5.0,1.0,3.0,510,0,70,425,315,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,1.0
12993,7,2,6,10,1,4.0,6.0,1.0,510,0,0,1440,30,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
12994,6,1,6,35,1,7.0,1.0,5.0,390,30,30,870,60,570,0,0,0,,,,1,1,,8.0,,1.0,1.0,2.0
12995,5,2,1,10,1,4.0,2.0,2.0,480,0,130,520,0,445,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
12996,4,2,1,10,1,3.0,6.0,6.0,500,60,120,360,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
12997,4,2,1,35,1,7.0,1.0,4.0,490,90,15,280,155,315,0,0,0,,,,1,1,,8.0,2.0,2.0,1.0,2.0
12998,2,1,6,24,2,,3.0,6.0,490,0,195,10,30,605,0,0,0,,,,2,2,,1.0,2.0,2.0,2.0,2.0
12999,6,1,1,13,1,6.0,2.0,2.0,770,35,65,415,65,0,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,2.0,2.0
13000,5,2,5,35,1,4.0,6.0,6.0,500,0,70,1380,50,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,1.0,2.0
13001,4,2,1,12,2,3.0,2.0,6.0,480,0,90,540,0,0,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
13002,1,1,6,24,2,1.0,3.0,2.0,720,10,40,1410,0,0,0,0,0,,,1.0,1,2,2.0,7.0,2.0,2.0,1.0,2.0
13003,6,1,5,12,1,1.0,3.0,3.0,570,60,90,1320,90,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,1.0,1.0,2.0
13004,4,2,6,35,1,6.0,1.0,6.0,495,0,100,1160,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,1.0
13005,4,2,1,35,1,2.0,3.0,6.0,380,0,45,260,140,435,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
13006,4,2,5,13,1,5.0,1.0,6.0,525,15,150,1320,30,0,0,0,0,,2.0,2.0,2,2,,1.0,1.0,2.0,2.0,2.0
13007,3,2,2,10,1,3.0,3.0,6.0,450,0,0,630,90,345,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
13008,4,2,1,35,1,4.0,1.0,6.0,450,90,0,240,0,480,0,0,0,,,,1,1,,4.0,2.0,2.0,1.0,2.0
13009,7,2,3,47,2,1.0,3.0,2.0,650,50,75,1130,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,1.0,2.0
13010,4,1,1,24,1,4.0,1.0,3.0,435,0,40,165,10,650,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
13011,2,2,1,48,1,,2.0,6.0,330,295,0,740,0,465,0,0,0,,,,2,2,,,,,,
13012,5,1,1,35,1,2.0,6.0,6.0,420,150,0,265,25,0,0,0,0,,2.0,1.0,1,2,,8.0,2.0,2.0,2.0,2.0
13013,4,2,2,24,1,6.0,3.0,6.0,375,0,15,695,50,745,0,0,0,,,,1,1,,8.0,2.0,2.0,1.0,2.0
13014,6,2,5,24,1,5.0,3.0,3.0,640,25,110,1155,30,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
13015,2,1,2,11,3,2.0,1.0,6.0,445,30,30,200,20,735,0,0,0,,,,1,1,,2.0,2.0,1.0,1.0,1.0
13016,6,1,1,35,1,7.0,4.0,5.0,445,65,35,265,20,0,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,2.0,2.0
13017,4,2,6,11,3,4.0,1.0,6.0,480,20,30,1440,0,0,0,0,0,,,,1,1,,1.0,1.0,1.0,2.0,2.0
13018,5,1,1,12,1,3.0,2.0,5.0,460,50,135,315,45,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,1.0,2.0
13019,3,2,1,13,2,4.0,2.0,4.0,540,90,75,340,0,180,0,0,0,,,,1,1,,2.0,2.0,1.0,1.0,2.0
13020,7,2,3,24,1,1.0,5.0,6.0,530,40,60,1290,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13021,5,1,6,11,3,1.0,2.0,2.0,585,50,70,1440,0,0,0,0,0,,2.0,1.0,1,2,,8.0,2.0,2.0,2.0,2.0
13022,6,2,3,35,1,1.0,5.0,6.0,420,0,0,1080,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13023,6,2,1,24,1,2.0,6.0,6.0,735,0,90,135,0,0,0,0,0,,2.0,1.0,1,2,,8.0,2.0,1.0,2.0,2.0
13024,5,1,1,24,2,6.0,3.0,4.0,750,60,60,50,20,405,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13025,7,2,3,24,1,2.0,3.0,6.0,600,0,80,1360,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13026,5,1,2,47,1,5.0,5.0,2.0,540,15,45,600,0,290,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
13027,5,2,1,10,1,4.0,3.0,6.0,630,30,60,810,60,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13028,6,1,1,47,1,2.0,3.0,3.0,545,150,45,175,60,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
13029,4,2,5,35,1,6.0,1.0,2.0,570,145,0,650,120,0,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
13030,3,2,1,10,1,6.0,2.0,5.0,600,40,20,740,0,0,0,0,0,,,,1,1,2.0,2.0,2.0,1.0,1.0,1.0
13031,5,2,5,35,1,3.0,2.0,6.0,360,30,0,915,60,480,0,0,0,,,,1,1,,2.0,2.0,1.0,2.0,2.0
13032,1,1,1,12,1,4.0,1.0,3.0,615,15,60,715,90,490,0,0,0,,,,1,1,,1.0,1.0,2.0,2.0,2.0
13033,4,2,1,12,1,5.0,5.0,6.0,480,0,30,120,0,495,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
13034,3,1,2,13,2,3.0,4.0,6.0,600,20,140,85,30,0,0,0,0,,1.0,1.0,1,2,,8.0,2.0,,2.0,2.0
13035,5,1,6,59,1,6.0,2.0,6.0,540,110,0,1440,0,0,0,0,0,,,,1,1,,5.0,1.0,2.0,2.0,1.0
13036,4,1,1,48,1,3.0,2.0,3.0,420,90,0,220,90,455,0,0,0,,,,1,1,,8.0,1.0,2.0,2.0,1.0
13037,5,1,1,59,1,2.0,2.0,4.0,480,0,45,100,30,525,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,1.0
13038,6,2,1,35,2,7.0,3.0,6.0,540,315,195,335,0,0,0,0,0,,2.0,2.0,2,2,,1.0,1.0,1.0,1.0,2.0
13039,1,1,6,35,1,2.0,2.0,3.0,540,0,150,1140,0,305,0,0,0,,,,1,1,,7.0,2.0,2.0,2.0,2.0
13040,5,2,1,59,1,2.0,2.0,6.0,595,80,185,380,35,0,0,0,0,,2.0,2.0,2,2,,1.0,1.0,2.0,2.0,2.0
13041,4,2,6,24,1,3.0,2.0,4.0,1130,45,0,1140,190,0,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,1.0
13042,5,1,3,35,1,6.0,2.0,3.0,410,50,15,1440,40,558,0,0,0,,,,1,1,,2.0,2.0,2.0,1.0,2.0
13043,2,2,6,59,1,2.0,2.0,6.0,440,20,20,690,45,575,0,0,0,,,,1,1,2.0,3.0,2.0,2.0,1.0,2.0
13044,3,2,1,48,1,7.0,1.0,4.0,435,155,0,510,115,240,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
13045,4,1,6,24,1,2.0,1.0,6.0,585,0,0,1395,0,450,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
13046,7,2,1,13,1,6.0,3.0,6.0,440,115,30,320,70,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13047,6,2,1,24,2,4.0,4.0,6.0,610,50,45,290,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
13048,7,2,3,35,1,7.0,6.0,5.0,540,90,125,1130,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13049,4,2,2,46,1,4.0,1.0,6.0,480,60,60,0,0,0,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,1.0,1.0
13050,4,1,1,11,3,3.0,6.0,6.0,480,150,35,460,0,0,0,0,0,,,1.0,1,2,,8.0,2.0,2.0,2.0,2.0
13051,5,2,1,35,1,2.0,5.0,2.0,500,135,60,625,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13052,3,2,6,24,1,5.0,1.0,6.0,420,450,0,840,120,0,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,1.0
13053,5,2,6,13,1,2.0,1.0,6.0,545,125,75,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13054,4,2,4,12,1,6.0,2.0,6.0,240,0,160,405,60,365,0,0,0,,,,1,1,,3.0,2.0,2.0,1.0,2.0
13055,5,2,1,24,1,6.0,1.0,3.0,430,34,110,569,265,160,0,0,0,,,,1,1,,1.0,1.0,2.0,2.0,1.0
13056,3,2,2,59,1,6.0,1.0,6.0,480,30,35,215,120,485,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,1.0
13057,5,2,5,48,1,2.0,3.0,4.0,420,60,30,1215,0,460,0,0,0,,,,1,1,,8.0,1.0,2.0,2.0,2.0
13058,1,2,6,47,2,2.0,3.0,2.0,690,90,20,810,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13059,5,1,1,13,2,3.0,2.0,6.0,300,0,0,765,105,525,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13060,5,2,1,35,1,6.0,1.0,6.0,445,105,50,300,30,435,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,1.0
13061,7,2,1,48,2,3.0,3.0,3.0,440,145,70,835,10,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13062,5,1,2,10,2,3.0,4.0,4.0,390,0,45,275,335,0,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
13063,4,2,6,24,1,6.0,1.0,6.0,440,60,0,75,115,510,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,1.0
13064,2,1,1,10,1,4.0,3.0,2.0,540,0,45,645,0,690,0,0,0,,,,1,1,,3.0,2.0,1.0,2.0,2.0
13065,3,2,2,24,2,4.0,2.0,2.0,450,45,60,25,40,490,0,0,0,,,,1,1,,2.0,1.0,2.0,1.0,1.0
13066,3,1,1,35,1,2.0,3.0,2.0,420,60,75,695,30,0,0,0,0,,,,1,1,,2.0,1.0,2.0,2.0,2.0
13067,3,2,2,24,2,4.0,1.0,6.0,645,225,0,150,60,0,0,0,0,,2.0,1.0,1,2,,1.0,1.0,2.0,1.0,2.0
13068,3,1,6,48,1,6.0,4.0,5.0,735,0,35,1180,15,120,0,0,240,1.0,1.0,2.0,2,2,1.0,7.0,2.0,2.0,2.0,2.0
13069,4,1,1,46,1,6.0,1.0,1.0,510,35,0,420,0,0,0,0,0,,,,1,1,,3.0,2.0,2.0,2.0,1.0
13070,5,2,1,12,1,2.0,2.0,3.0,360,20,30,225,70,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
13071,6,1,1,35,2,2.0,6.0,3.0,420,120,110,300,20,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,2.0
13072,1,1,6,35,1,2.0,1.0,3.0,660,30,30,1410,10,0,0,0,0,,,,1,1,,7.0,1.0,1.0,1.0,2.0
13073,3,1,2,24,1,4.0,1.0,2.0,455,60,75,30,20,180,0,0,0,,,,1,1,,8.0,2.0,1.0,1.0,2.0
13074,4,2,1,35,1,4.0,2.0,6.0,360,15,75,190,0,480,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
13075,4,1,1,35,1,6.0,1.0,6.0,660,0,200,1100,90,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13076,4,1,1,35,1,6.0,1.0,3.0,410,25,70,375,65,575,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13077,5,2,1,10,1,4.0,4.0,6.0,715,60,145,825,15,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
13078,2,1,1,35,2,4.0,2.0,5.0,390,30,0,65,35,565,0,0,0,,,,1,1,,3.0,2.0,2.0,1.0,2.0
13079,1,2,6,35,1,2.0,6.0,6.0,660,0,30,780,0,0,0,0,0,,2.0,2.0,2,2,1.0,1.0,2.0,2.0,2.0,2.0
13080,5,2,3,59,1,3.0,1.0,6.0,395,30,0,825,55,615,0,0,0,,,,1,1,,8.0,2.0,1.0,2.0,2.0
13081,6,2,3,48,2,3.0,2.0,2.0,530,40,100,1230,20,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,1.0,2.0,2.0
13082,3,2,4,11,3,6.0,1.0,6.0,615,0,55,475,10,375,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13083,3,2,1,35,1,4.0,6.0,6.0,570,35,30,10,40,0,0,0,0,,2.0,1.0,1,2,,3.0,2.0,2.0,2.0,2.0
13084,2,2,2,59,1,4.0,2.0,4.0,495,30,45,330,0,360,0,0,0,,,,1,1,,5.0,2.0,2.0,2.0,1.0
13085,6,1,1,35,1,7.0,3.0,5.0,660,105,45,150,75,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,1.0,2.0,2.0
13086,2,1,2,24,1,3.0,1.0,6.0,150,0,150,0,0,0,0,0,0,,,,1,1,,3.0,2.0,1.0,1.0,2.0
13087,5,2,2,35,2,1.0,2.0,3.0,300,20,20,320,95,490,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,1.0
13088,3,1,6,10,1,4.0,3.0,3.0,380,180,60,1210,60,0,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
13089,2,2,6,35,1,6.0,2.0,2.0,720,120,0,1215,0,0,0,0,0,,,1.0,1,2,,2.0,2.0,1.0,2.0,2.0
13090,7,2,3,35,1,1.0,3.0,3.0,570,180,50,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13091,6,1,1,35,2,3.0,2.0,2.0,420,150,60,660,0,0,0,0,0,,2.0,1.0,1,2,,8.0,1.0,2.0,2.0,2.0
13092,6,2,5,59,1,4.0,,1.0,460,70,45,1440,30,0,0,0,0,,2.0,1.0,1,2,,8.0,2.0,2.0,1.0,2.0
13093,6,2,1,10,2,1.0,1.0,6.0,580,180,50,1150,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,2.0
13094,1,1,6,48,2,2.0,6.0,3.0,690,40,95,0,40,0,0,0,0,,,,1,1,,7.0,2.0,2.0,2.0,2.0
13095,2,2,6,48,1,6.0,2.0,4.0,530,15,80,400,70,210,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
13096,2,2,6,59,2,,2.0,2.0,570,55,40,0,0,0,0,0,0,,,,2,2,,,,,,
13097,5,2,5,24,1,6.0,1.0,6.0,615,75,135,1440,30,0,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
13098,5,2,1,46,1,4.0,3.0,1.0,560,130,85,415,45,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,1.0
13099,3,2,2,24,1,6.0,1.0,4.0,650,40,60,0,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13100,6,2,5,47,2,7.0,5.0,6.0,570,60,30,1020,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13101,1,2,6,35,1,5.0,1.0,3.0,510,180,0,840,0,0,0,0,600,1.0,1.0,1.0,1,2,1.0,7.0,2.0,1.0,1.0,2.0
13102,6,2,1,48,1,3.0,2.0,6.0,630,30,0,0,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,1.0
13103,5,2,1,59,1,4.0,1.0,6.0,495,0,90,690,40,720,0,0,0,,,,1,1,,5.0,2.0,2.0,2.0,2.0
13104,3,2,1,12,2,6.0,1.0,3.0,570,0,20,130,65,360,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,1.0
13105,2,1,6,24,1,6.0,3.0,2.0,585,0,180,0,40,0,0,0,0,,,,1,1,,6.0,1.0,2.0,2.0,
13106,3,1,1,13,2,1.0,6.0,6.0,480,0,45,90,75,345,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
13107,2,1,6,35,1,7.0,1.0,3.0,255,40,20,240,90,525,0,0,0,,,,1,1,1.0,5.0,2.0,2.0,2.0,2.0
13108,1,1,6,35,1,2.0,3.0,2.0,885,30,10,285,0,0,0,0,0,1.0,1.0,2.0,2,2,1.0,8.0,1.0,1.0,1.0,2.0
13109,2,2,6,24,1,6.0,1.0,6.0,430,0,130,575,85,700,0,0,0,,,,1,1,,7.0,2.0,1.0,2.0,2.0
13110,3,1,6,59,1,6.0,2.0,3.0,475,0,65,1260,35,0,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
13111,2,1,2,59,2,3.0,6.0,2.0,665,15,180,950,0,0,0,0,0,,,,1,1,,4.0,2.0,2.0,2.0,2.0
13112,4,1,4,48,1,6.0,1.0,6.0,660,0,130,1440,0,0,0,0,0,,,2.0,2,2,,1.0,1.0,2.0,2.0,2.0
13113,5,2,6,10,1,2.0,5.0,5.0,569,75,150,919,60,0,0,0,0,,2.0,2.0,2,2,,7.0,2.0,2.0,1.0,2.0
13114,2,1,6,24,1,6.0,2.0,4.0,405,0,0,670,0,350,0,0,0,,,,1,1,,7.0,2.0,1.0,1.0,2.0
13115,5,2,3,35,1,6.0,1.0,6.0,1395,45,0,1440,0,0,0,0,0,,2.0,2.0,2,2,,2.0,2.0,2.0,2.0,2.0
13116,3,2,1,24,1,7.0,2.0,6.0,435,120,25,235,90,0,0,0,0,,,,1,1,,1.0,1.0,1.0,2.0,1.0
13117,5,1,1,47,2,1.0,1.0,2.0,390,45,20,1440,0,820,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,1.0
13118,5,2,1,59,2,3.0,1.0,5.0,355,30,0,760,20,680,0,0,0,,,,1,1,,8.0,2.0,1.0,1.0,2.0
13119,4,2,1,35,1,4.0,2.0,3.0,470,30,0,515,60,585,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13120,4,1,6,35,1,7.0,1.0,6.0,425,0,115,325,130,535,0,0,0,,,,1,1,,5.0,2.0,1.0,1.0,2.0
13121,6,2,1,12,2,1.0,5.0,6.0,565,90,30,715,65,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,1.0,1.0
13122,4,2,1,24,1,1.0,1.0,6.0,470,60,80,580,80,480,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,1.0
13123,5,2,1,24,1,4.0,2.0,4.0,420,80,0,540,0,480,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13124,6,2,2,35,1,2.0,4.0,2.0,1185,120,0,0,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13125,5,1,5,12,1,6.0,3.0,6.0,600,0,60,1440,30,0,0,0,0,,2.0,1.0,1,2,,8.0,1.0,2.0,2.0,1.0
13126,7,1,1,47,1,4.0,3.0,2.0,690,30,105,65,70,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
13127,4,1,1,10,2,3.0,1.0,3.0,480,30,0,810,70,600,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,2.0
13128,3,2,6,24,1,2.0,2.0,6.0,435,60,35,615,70,495,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
13129,4,1,1,35,1,6.0,2.0,4.0,510,90,0,120,140,420,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13130,7,1,1,11,3,1.0,6.0,1.0,755,30,120,255,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13131,7,2,3,10,1,2.0,6.0,6.0,510,60,60,1165,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13132,4,2,1,47,2,1.0,1.0,6.0,500,0,50,90,45,450,0,0,0,,,,1,1,,4.0,1.0,2.0,2.0,1.0
13133,2,2,6,10,1,,1.0,6.0,415,0,110,490,30,300,0,0,0,,,,2,2,,,,,,
13134,7,2,3,11,3,1.0,3.0,6.0,545,20,45,1295,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,1.0
13135,2,2,6,24,1,7.0,2.0,4.0,480,90,60,1440,0,600,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
13136,6,2,1,47,2,4.0,1.0,5.0,480,210,60,1160,90,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13137,4,2,4,24,1,5.0,2.0,6.0,510,20,100,1440,25,465,0,0,0,,,,1,1,,2.0,1.0,2.0,2.0,2.0
13138,2,1,2,24,2,3.0,3.0,6.0,480,45,15,1355,65,495,0,0,10,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13139,1,1,6,35,1,5.0,1.0,5.0,720,180,60,960,240,0,0,0,0,,,2.0,2,2,,5.0,2.0,2.0,2.0,2.0
13140,5,2,1,24,1,1.0,1.0,6.0,485,60,40,310,10,345,0,0,0,,,,1,1,,1.0,1.0,1.0,1.0,1.0
13141,5,2,1,35,1,4.0,2.0,6.0,540,50,25,690,30,565,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
13142,5,1,1,24,1,4.0,1.0,6.0,360,75,120,195,30,455,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
13143,6,1,3,12,2,4.0,4.0,2.0,480,10,30,1210,20,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13144,3,2,6,10,1,6.0,3.0,5.0,330,55,60,945,0,390,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13145,2,2,6,59,1,,1.0,6.0,390,0,45,810,60,590,0,0,0,,,,2,2,,,,,,
13146,5,2,1,35,2,2.0,4.0,5.0,390,135,60,405,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,1.0,2.0
13147,7,2,3,13,2,1.0,5.0,3.0,540,60,75,800,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13148,5,2,6,11,3,3.0,2.0,6.0,830,240,90,1230,0,0,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,2.0,2.0
13149,3,1,1,46,1,2.0,1.0,4.0,625,45,120,750,140,0,0,0,0,,,,1,1,,2.0,2.0,1.0,2.0,2.0
13150,5,1,6,46,2,2.0,1.0,2.0,690,0,90,945,15,0,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
13151,5,1,1,35,2,2.0,5.0,4.0,570,60,90,930,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,1.0,2.0
13152,5,1,5,12,2,5.0,1.0,6.0,450,20,20,525,40,180,0,0,0,,,,1,1,,3.0,1.0,1.0,1.0,1.0
13153,6,2,1,35,1,2.0,3.0,2.0,525,240,120,0,70,0,0,0,0,,2.0,2.0,2,2,,2.0,2.0,2.0,1.0,2.0
13154,7,1,1,35,1,1.0,6.0,6.0,500,0,90,445,30,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13155,2,2,1,35,1,2.0,1.0,3.0,570,120,135,90,0,0,0,0,0,,2.0,2.0,2,2,,1.0,1.0,2.0,2.0,2.0
13156,3,1,2,35,1,,2.0,5.0,410,0,85,300,0,495,0,0,0,,,,2,2,,,,,,
13157,5,1,1,10,1,6.0,2.0,6.0,560,100,130,570,0,0,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,2.0
13158,3,1,1,35,1,6.0,2.0,5.0,470,0,40,790,90,480,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
13159,1,2,1,48,2,1.0,2.0,5.0,420,150,120,30,0,0,0,0,0,,2.0,2.0,2,2,,2.0,1.0,2.0,1.0,2.0
13160,1,1,6,47,1,4.0,5.0,2.0,780,0,120,0,0,0,0,0,0,,,,1,1,,3.0,2.0,2.0,2.0,2.0
13161,6,2,1,46,1,3.0,5.0,6.0,675,30,60,120,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
13162,1,2,6,11,3,2.0,4.0,3.0,780,0,60,420,0,0,0,0,0,,,,1,1,,7.0,2.0,1.0,2.0,1.0
